transaction_id,customer_id,transaction_time,transaction_amount,transaction_type,merchant_category,device_type,location,customer_age,customer_income,days_since_last_transaction,new_device_flag,new_location_flag,account_age_days,is_international,is_fraud
1242,C0104,2025-11-02 08:58:25.439079,342.8,online,entertainment,unknown,Jeju,60,6330000,9,0,1,280,0,0
1243,C0104,2025-11-03 08:37:25.439079,253.32,pos,electronics,atm,Busan,60,6330000,12,0,1,280,0,0
1244,C0104,2025-11-03 17:59:25.439079,179.14,online,electronics,mobile,Ulsan,60,6330000,23,0,1,280,1,0
1245,C0104,2025-11-03 23:19:25.439079,239.99,online,others,unknown,Daegu,60,6330000,27,0,1,280,0,0
1246,C0104,2025-11-04 16:58:25.439079,151.54,online,fashion,atm,Jeju,60,6330000,8,0,1,280,0,0
1247,C0105,2025-09-30 22:56:25.439120,414.58,online,groceries,unknown,Daejeon,20,5410000,29,0,1,2709,0,0
1248,C0105,2025-10-01 12:09:25.439120,217.9,online,travel,unknown,Gwangju,20,5410000,22,0,1,2709,0,0
1249,C0105,2025-10-01 13:09:25.439120,486.4,atm,groceries,unknown,Gwangju,20,5410000,3,0,1,2709,0,0
1250,C0105,2025-10-02 10:49:25.439120,116.2,online,electronics,desktop,Daegu,20,5410000,15,0,1,2709,0,0
1251,C0105,2025-10-03 00:44:25.439120,525.69,atm,entertainment,desktop,Seoul,20,5410000,8,0,1,2709,0,0
1252,C0105,2025-10-03 06:02:25.439120,785.89,online,fashion,unknown,Seoul,20,5410000,6,0,1,2709,0,0
1253,C0105,2025-10-04 00:49:25.439120,81.86,atm,fashion,desktop,Gwangju,20,5410000,15,0,1,2709,0,0
1254,C0105,2025-10-04 03:45:25.439120,544.16,online,travel,mobile,Ulsan,20,5410000,0,0,1,2709,0,0
1255,C0105,2025-10-04 09:35:25.439120,1077.22,pos,travel,mobile,Seoul,20,5410000,15,0,1,2709,0,0
1256,C0105,2025-10-05 02:22:25.439120,153.28,pos,others,unknown,Ulsan,20,5410000,3,0,1,2709,1,0
1257,C0105,2025-10-06 01:37:25.439120,1537.72,transfer,entertainment,atm,Gwangju,20,5410000,5,0,1,2709,0,0
1258,C0105,2025-10-06 08:45:25.439120,564.09,transfer,entertainment,atm,Jeju,20,5410000,29,0,1,2709,0,0
1259,C0105,2025-10-06 13:32:25.439120,229.52,pos,entertainment,unknown,Seoul,20,5410000,5,0,1,2709,0,0
1260,C0105,2025-10-06 13:53:25.439120,385.83,transfer,others,desktop,Daegu,20,5410000,17,0,1,2709,0,0
1261,C0105,2025-10-07 11:22:25.439120,630.59,atm,entertainment,desktop,Busan,20,5410000,17,0,1,2709,0,0
1262,C0105,2025-10-07 12:00:25.439120,428.72,pos,fashion,atm,Ulsan,20,5410000,9,0,1,2709,0,0
1263,C0105,2025-10-07 20:51:25.439120,620.8,pos,electronics,desktop,Busan,20,5410000,8,0,1,2709,0,0
1264,C0106,2025-09-02 04:19:25.439251,193.15,atm,fashion,atm,Jeju,36,3650000,0,0,0,2359,0,0
1265,C0106,2025-09-02 07:36:25.439251,461.96,pos,groceries,desktop,Jeju,36,3650000,10,1,0,2359,0,0
1266,C0106,2025-09-02 12:26:25.439251,130.19,atm,travel,unknown,Gwangju,36,3650000,24,0,1,2359,0,0
1267,C0106,2025-09-03 01:28:25.439251,369.08,atm,others,unknown,Gwangju,36,3650000,16,0,1,2359,0,0
1268,C0106,2025-09-03 22:17:25.439251,195.76,pos,groceries,atm,Incheon,36,3650000,17,0,1,2359,0,0
1269,C0106,2025-09-04 07:00:25.439251,223.98,online,entertainment,unknown,Gwangju,36,3650000,27,0,1,2359,0,0
1270,C0106,2025-09-05 06:02:25.439251,1084.5,transfer,others,unknown,Daegu,36,3650000,28,0,1,2359,0,0
1271,C0106,2025-09-05 19:15:25.439251,965.89,transfer,groceries,mobile,Daegu,36,3650000,16,0,1,2359,0,0
1272,C0106,2025-09-06 06:37:25.439251,656.75,online,fashion,atm,Seoul,36,3650000,1,0,1,2359,0,0
1273,C0107,2025-11-02 08:01:25.439321,168.37,transfer,fashion,mobile,Seoul,65,6370000,29,0,0,558,0,0
1274,C0107,2025-11-02 23:41:25.439321,313.21,atm,groceries,unknown,Busan,65,6370000,0,0,1,558,0,0
1275,C0107,2025-11-03 05:53:25.439321,1064.73,pos,electronics,unknown,Busan,65,6370000,20,0,1,558,0,0
1276,C0107,2025-11-04 00:37:25.439321,451.86,transfer,groceries,mobile,Gwangju,65,6370000,27,0,1,558,0,0
1277,C0107,2025-11-04 06:33:25.439321,2579.79,transfer,entertainment,mobile,Ulsan,65,6370000,21,0,1,558,0,0
1278,C0107,2025-11-04 23:50:25.439321,552.61,pos,others,atm,Busan,65,6370000,1,0,1,558,0,0
1279,C0107,2025-11-05 17:15:25.439321,470.43,atm,groceries,mobile,Daejeon,65,6370000,11,0,1,558,0,0
1280,C0107,2025-11-06 17:11:25.439321,315.04,online,entertainment,unknown,Busan,65,6370000,2,0,1,558,0,0
1281,C0107,2025-11-07 04:11:25.439321,448.91,online,groceries,mobile,Daegu,65,6370000,14,1,1,558,0,0
1282,C0107,2025-11-07 12:46:25.439321,357.1,transfer,others,desktop,Incheon,65,6370000,12,0,1,558,0,0
1283,C0107,2025-11-07 17:43:25.439321,710.87,transfer,travel,desktop,Daegu,65,6370000,6,0,1,558,0,0
1284,C0107,2025-11-08 17:41:25.439321,867.28,atm,fashion,mobile,Jeju,65,6370000,11,0,1,558,0,0
1285,C0107,2025-11-09 09:11:25.439321,215.12,pos,electronics,unknown,Incheon,65,6370000,6,0,1,558,0,0
1286,C0107,2025-11-10 07:24:25.439321,139.08,transfer,groceries,atm,Daejeon,65,6370000,24,0,1,558,0,0
1287,C0107,2025-11-10 16:28:25.439321,92.85,online,electronics,desktop,Jeju,65,6370000,18,0,1,558,0,0
1288,C0107,2025-11-11 15:06:25.439321,605.7,online,fashion,mobile,Gwangju,65,6370000,0,0,1,558,0,0
1289,C0107,2025-11-12 02:45:25.439321,166.89,online,groceries,atm,Daejeon,65,6370000,17,0,1,558,0,1
1290,C0108,2025-08-24 03:56:25.439457,72.07,atm,others,unknown,Jeju,24,9070000,8,0,1,2334,0,0
1291,C0108,2025-08-24 20:34:25.439457,550.52,atm,fashion,mobile,Daegu,24,9070000,28,0,1,2334,0,0
1292,C0108,2025-08-25 11:16:25.439457,2964.31,transfer,entertainment,unknown,Seoul,24,9070000,5,0,1,2334,0,0
1293,C0108,2025-08-26 11:14:25.439457,401.47,pos,entertainment,desktop,Incheon,24,9070000,25,0,0,2334,0,0
1294,C0108,2025-08-26 21:57:25.439457,789.02,pos,fashion,unknown,Ulsan,24,9070000,0,0,1,2334,0,0
1295,C0108,2025-08-27 03:59:25.439457,430.72,transfer,fashion,mobile,Incheon,24,9070000,6,0,0,2334,0,0
1296,C0108,2025-08-27 09:24:25.439457,372.74,transfer,electronics,unknown,Incheon,24,9070000,15,0,0,2334,0,0
1297,C0108,2025-08-27 16:49:25.439457,841.56,atm,others,unknown,Jeju,24,9070000,24,0,1,2334,0,0
1298,C0108,2025-08-28 03:50:25.439457,319.83,pos,travel,atm,Daejeon,24,9070000,23,0,1,2334,0,0
1299,C0108,2025-08-28 22:13:25.439457,499.65,online,fashion,unknown,Seoul,24,9070000,19,0,1,2334,0,0
1300,C0108,2025-08-29 10:44:25.439457,521.84,transfer,entertainment,mobile,Ulsan,24,9070000,20,0,1,2334,0,0
1301,C0108,2025-08-29 12:24:25.439457,236.4,pos,fashion,unknown,Busan,24,9070000,20,0,1,2334,0,0
1302,C0108,2025-08-29 23:11:25.439457,892.15,atm,others,unknown,Seoul,24,9070000,30,0,1,2334,0,0
1303,C0108,2025-08-30 22:38:25.439457,350.74,online,travel,mobile,Gwangju,24,9070000,3,0,1,2334,0,0
1304,C0108,2025-08-30 23:13:25.439457,220.39,pos,fashion,desktop,Ulsan,24,9070000,0,0,1,2334,0,0
1305,C0108,2025-08-31 13:05:25.439457,619.68,atm,electronics,atm,Ulsan,24,9070000,20,0,1,2334,0,0
1306,C0108,2025-09-01 04:37:25.439457,196.61,transfer,travel,atm,Gwangju,24,9070000,5,0,1,2334,0,0
1307,C0108,2025-09-01 17:52:25.439457,412.63,online,groceries,mobile,Gwangju,24,9070000,22,0,1,2334,0,0
1308,C0108,2025-09-02 15:00:25.439457,400.5,atm,travel,mobile,Jeju,24,9070000,3,0,1,2334,0,0
1309,C0109,2025-08-23 07:42:25.439601,961.71,transfer,fashion,unknown,Gwangju,22,5780000,24,0,1,1860,0,0
1310,C0109,2025-08-23 13:58:25.439601,589.79,transfer,fashion,unknown,Seoul,22,5780000,9,0,1,1860,0,0
1311,C0109,2025-08-24 02:19:25.439601,395.43,online,entertainment,unknown,Daegu,22,5780000,17,1,1,1860,0,0
1312,C0109,2025-08-25 00:05:25.439601,776.05,atm,travel,atm,Gwangju,22,5780000,22,0,1,1860,0,0
1313,C0109,2025-08-25 18:07:25.439601,1226.8,atm,electronics,mobile,Gwangju,22,5780000,4,0,1,1860,0,0
1314,C0109,2025-08-25 21:44:25.439601,630.33,atm,entertainment,mobile,Gwangju,22,5780000,23,0,1,1860,0,0
1315,C0110,2025-10-06 06:34:25.439649,406.78,online,travel,mobile,Daegu,28,2420000,9,0,1,1593,0,0
1316,C0110,2025-10-06 15:03:25.439649,141.25,online,fashion,unknown,Daegu,28,2420000,13,0,1,1593,0,0
1317,C0110,2025-10-06 21:33:25.439649,172.07,transfer,entertainment,mobile,Ulsan,28,2420000,21,0,1,1593,0,1
1318,C0110,2025-10-07 04:47:25.439649,316.02,online,travel,desktop,Daejeon,28,2420000,19,0,0,1593,0,0
1319,C0110,2025-10-07 08:15:25.439649,247.74,pos,groceries,mobile,Gwangju,28,2420000,19,0,1,1593,0,0
1320,C0110,2025-10-08 00:08:25.439649,347.38,atm,others,atm,Ulsan,28,2420000,17,1,1,1593,0,0
1321,C0110,2025-10-08 12:07:25.439649,422.13,atm,groceries,unknown,Jeju,28,2420000,22,0,1,1593,0,0
1322,C0110,2025-10-09 02:02:25.439649,616.31,online,others,mobile,Jeju,28,2420000,11,1,1,1593,0,0
1323,C0110,2025-10-09 20:16:25.439649,381.31,transfer,fashion,atm,Gwangju,28,2420000,14,1,1,1593,0,0
1324,C0110,2025-10-10 02:07:25.439649,595.38,transfer,entertainment,unknown,Ulsan,28,2420000,0,0,1,1593,0,0
1325,C0111,2025-10-07 21:05:25.439730,424.78,pos,travel,mobile,Busan,70,2400000,6,0,1,960,0,0
1326,C0111,2025-10-08 03:20:25.439730,83.07,pos,others,unknown,Ulsan,70,2400000,6,0,1,960,0,0
1327,C0111,2025-10-08 14:24:25.439730,190.29,transfer,others,mobile,Gwangju,70,2400000,17,0,0,960,0,0
1328,C0111,2025-10-09 07:27:25.439730,359.51,atm,fashion,unknown,Incheon,70,2400000,5,0,1,960,0,1
1329,C0111,2025-10-09 19:01:25.439730,153.28,atm,others,desktop,Busan,70,2400000,20,0,1,960,0,0
1330,C0111,2025-10-10 01:37:25.439730,651.93,online,entertainment,desktop,Incheon,70,2400000,16,0,1,960,0,0
1331,C0111,2025-10-10 15:44:25.439730,1372.79,online,fashion,desktop,Incheon,70,2400000,15,0,1,960,0,0
1332,C0111,2025-10-10 16:40:25.439730,1069.57,atm,entertainment,desktop,Incheon,70,2400000,23,0,1,960,0,0
1333,C0111,2025-10-10 23:39:25.439730,340.1,transfer,groceries,atm,Busan,70,2400000,6,0,1,960,0,0
1334,C0111,2025-10-11 23:09:25.439730,1329.53,atm,groceries,desktop,Jeju,70,2400000,3,0,1,960,0,0
1335,C0111,2025-10-12 04:45:25.439730,454.38,pos,travel,mobile,Seoul,70,2400000,21,0,1,960,0,0
1336,C0111,2025-10-12 20:57:25.439730,308.07,atm,electronics,unknown,Daejeon,70,2400000,17,0,1,960,0,0
1337,C0111,2025-10-13 19:12:25.439730,246.97,online,travel,unknown,Seoul,70,2400000,12,0,1,960,0,0
1338,C0111,2025-10-13 20:43:25.439730,316.72,transfer,travel,unknown,Ulsan,70,2400000,3,0,1,960,0,0
1339,C0111,2025-10-14 16:40:25.439730,295.73,online,others,desktop,Gwangju,70,2400000,10,0,0,960,0,0
1340,C0111,2025-10-15 09:18:25.439730,462.35,pos,fashion,mobile,Gwangju,70,2400000,2,0,0,960,0,0
1341,C0111,2025-10-15 17:49:25.439730,458.73,transfer,fashion,atm,Jeju,70,2400000,14,0,1,960,0,0
1342,C0111,2025-10-16 14:16:25.439730,404.41,online,groceries,desktop,Daejeon,70,2400000,28,0,1,960,1,0
1343,C0111,2025-10-17 00:22:25.439730,572.24,transfer,others,desktop,Daejeon,70,2400000,14,0,1,960,0,0
1344,C0111,2025-10-18 00:15:25.439730,1045.78,pos,groceries,atm,Ulsan,70,2400000,7,1,1,960,0,0
1345,C0112,2025-10-20 04:13:25.439883,862.33,online,fashion,atm,Ulsan,63,4550000,28,0,1,1548,0,0
1346,C0112,2025-10-20 09:42:25.439883,122.99,transfer,entertainment,atm,Ulsan,63,4550000,15,0,1,1548,0,0
1347,C0112,2025-10-21 02:19:25.439883,52.29,pos,travel,unknown,Seoul,63,4550000,2,0,1,1548,0,0
1348,C0112,2025-10-21 10:08:25.439883,851.89,pos,fashion,mobile,Daegu,63,4550000,14,0,1,1548,0,0
1349,C0112,2025-10-21 10:42:25.439883,135.17,pos,others,desktop,Gwangju,63,4550000,12,0,1,1548,0,0
1350,C0112,2025-10-22 04:11:25.439883,337.04,online,fashion,mobile,Seoul,63,4550000,16,0,1,1548,0,0
1351,C0112,2025-10-22 10:35:25.439883,158.21,pos,groceries,unknown,Incheon,63,4550000,19,0,1,1548,0,0
1352,C0112,2025-10-22 17:14:25.439883,95.43,online,groceries,atm,Seoul,63,4550000,7,0,1,1548,0,0
1353,C0112,2025-10-23 09:14:25.439883,622.14,online,entertainment,mobile,Gwangju,63,4550000,2,0,1,1548,0,0
1354,C0112,2025-10-23 12:14:25.439883,740.5,atm,groceries,mobile,Daegu,63,4550000,9,0,1,1548,0,0
1355,C0112,2025-10-23 16:12:25.439883,254.37,atm,others,desktop,Jeju,63,4550000,8,0,1,1548,0,0
1356,C0112,2025-10-24 09:10:25.439883,50.76,pos,fashion,unknown,Daejeon,63,4550000,9,0,1,1548,0,0
1357,C0112,2025-10-24 20:58:25.439883,260.6,transfer,others,atm,Jeju,63,4550000,24,0,1,1548,0,0
1358,C0112,2025-10-25 08:01:25.439883,551.94,atm,travel,desktop,Incheon,63,4550000,13,0,1,1548,0,0
1359,C0113,2025-09-25 06:03:25.440018,123.58,pos,groceries,mobile,Daegu,69,7730000,16,0,1,2642,0,0
1360,C0113,2025-09-25 22:19:25.440018,467.17,online,others,atm,Daegu,69,7730000,4,0,1,2642,0,0
1361,C0113,2025-09-26 12:00:25.440018,398.52,pos,groceries,desktop,Gwangju,69,7730000,15,0,1,2642,0,0
1362,C0113,2025-09-26 21:21:25.440018,641.26,pos,fashion,unknown,Daejeon,69,7730000,9,0,1,2642,0,0
1363,C0113,2025-09-27 08:16:25.440018,443.93,atm,fashion,unknown,Ulsan,69,7730000,0,0,0,2642,0,0
1364,C0113,2025-09-27 22:23:25.440018,185.22,transfer,others,desktop,Jeju,69,7730000,0,0,1,2642,0,0
1365,C0113,2025-09-28 21:08:25.440018,1050.75,transfer,fashion,atm,Seoul,69,7730000,25,0,1,2642,0,0
1366,C0113,2025-09-29 04:06:25.440018,355.38,pos,entertainment,unknown,Daejeon,69,7730000,7,0,1,2642,0,0
1367,C0113,2025-09-30 00:30:25.440018,394.71,atm,electronics,unknown,Jeju,69,7730000,19,0,1,2642,0,0
1368,C0113,2025-09-30 02:34:25.440018,191.21,transfer,fashion,atm,Jeju,69,7730000,3,0,1,2642,0,0
1369,C0113,2025-09-30 05:15:25.440018,282.98,transfer,others,unknown,Incheon,69,7730000,18,0,1,2642,0,0
1370,C0113,2025-09-30 08:25:25.440018,198.77,atm,groceries,atm,Daejeon,69,7730000,26,0,1,2642,0,1
1371,C0113,2025-09-30 10:54:25.440018,351.3,transfer,fashion,unknown,Daegu,69,7730000,14,0,1,2642,0,0
1372,C0113,2025-09-30 17:51:25.440018,1586.63,transfer,fashion,mobile,Incheon,69,7730000,13,0,1,2642,0,0
1373,C0113,2025-09-30 19:39:25.440018,134.62,online,entertainment,atm,Seoul,69,7730000,1,0,1,2642,0,0
1374,C0113,2025-10-01 06:58:25.440018,110.96,atm,fashion,atm,Busan,69,7730000,18,1,1,2642,0,0
1375,C0113,2025-10-01 10:58:25.440018,1308.89,pos,entertainment,mobile,Jeju,69,7730000,6,0,1,2642,0,0
1376,C0113,2025-10-02 01:50:25.440018,341.22,transfer,travel,unknown,Incheon,69,7730000,2,0,1,2642,0,0
1377,C0113,2025-10-02 17:29:25.440018,236.21,atm,electronics,unknown,Daejeon,69,7730000,26,0,1,2642,1,1
1378,C0114,2025-09-13 13:25:25.440167,926.97,transfer,groceries,atm,Jeju,67,3580000,6,0,1,3641,0,0
1379,C0114,2025-09-14 01:41:25.440167,248.52,pos,groceries,desktop,Daegu,67,3580000,3,1,0,3641,0,0
1380,C0114,2025-09-14 03:11:25.440167,1738.55,pos,entertainment,atm,Busan,67,3580000,10,0,1,3641,0,0
1381,C0114,2025-09-14 10:14:25.440167,693.91,transfer,groceries,unknown,Daejeon,67,3580000,29,0,1,3641,0,0
1382,C0114,2025-09-14 15:05:25.440167,273.05,atm,electronics,unknown,Seoul,67,3580000,23,0,1,3641,0,0
1383,C0114,2025-09-14 16:55:25.440167,2266.17,atm,travel,unknown,Daegu,67,3580000,12,0,0,3641,0,0
1384,C0114,2025-09-14 23:03:25.440167,248.5,online,groceries,desktop,Busan,67,3580000,23,0,1,3641,0,0
1385,C0114,2025-09-15 10:01:25.440167,730.46,atm,groceries,desktop,Busan,67,3580000,11,0,1,3641,0,0
1386,C0114,2025-09-16 01:46:25.440167,512.57,online,electronics,unknown,Ulsan,67,3580000,27,0,1,3641,0,0
1387,C0114,2025-09-16 12:30:25.440167,1142.98,online,travel,atm,Daegu,67,3580000,2,0,0,3641,0,0
1388,C0114,2025-09-17 04:45:25.440167,1406.99,online,fashion,atm,Seoul,67,3580000,7,0,1,3641,0,1
1389,C0114,2025-09-17 22:37:25.440167,413.89,pos,groceries,unknown,Seoul,67,3580000,25,0,1,3641,0,0
1390,C0114,2025-09-18 08:47:25.440167,220.8,transfer,entertainment,unknown,Incheon,67,3580000,5,0,1,3641,0,0
1391,C0114,2025-09-19 07:46:25.440167,582.88,pos,fashion,mobile,Incheon,67,3580000,6,0,1,3641,1,0
1392,C0114,2025-09-19 16:59:25.440167,234.59,transfer,electronics,mobile,Gwangju,67,3580000,15,1,1,3641,1,0
1393,C0115,2025-11-02 02:41:25.440282,2019.71,atm,entertainment,desktop,Incheon,30,3810000,11,0,1,201,0,0
1394,C0115,2025-11-02 05:06:25.440282,449.99,online,travel,unknown,Ulsan,30,3810000,17,0,0,201,0,0
1395,C0115,2025-11-03 03:00:25.440282,301.19,online,fashion,unknown,Jeju,30,3810000,8,0,1,201,0,0
1396,C0115,2025-11-03 15:38:25.440282,467.66,online,travel,unknown,Daegu,30,3810000,16,0,1,201,0,0
1397,C0115,2025-11-03 23:29:25.440282,137.32,online,others,mobile,Ulsan,30,3810000,19,0,0,201,0,0
1398,C0115,2025-11-04 05:57:25.440282,185.44,transfer,fashion,unknown,Daejeon,30,3810000,4,0,1,201,0,0
1399,C0115,2025-11-04 11:04:25.440282,1053.98,online,others,unknown,Seoul,30,3810000,5,1,1,201,0,0
1400,C0115,2025-11-04 19:21:25.440282,238.53,pos,travel,atm,Seoul,30,3810000,15,0,1,201,0,0
1401,C0115,2025-11-05 15:13:25.440282,174.6,atm,travel,desktop,Jeju,30,3810000,17,0,1,201,0,0
1402,C0115,2025-11-06 13:45:25.440282,619.75,transfer,fashion,desktop,Daejeon,30,3810000,27,0,1,201,0,0
1403,C0115,2025-11-07 12:33:25.440282,1041.65,online,others,atm,Daejeon,30,3810000,11,0,1,201,0,1
1404,C0115,2025-11-08 07:15:25.440282,717.06,pos,electronics,desktop,Jeju,30,3810000,3,0,1,201,0,0
1405,C0115,2025-11-08 19:16:25.440282,895.01,transfer,travel,unknown,Busan,30,3810000,16,0,1,201,0,0
1406,C0115,2025-11-09 12:52:25.440282,220.21,pos,groceries,desktop,Seoul,30,3810000,23,0,1,201,0,0
1407,C0115,2025-11-09 18:12:25.440282,129.35,online,entertainment,atm,Daegu,30,3810000,16,0,1,201,0,0
1408,C0115,2025-11-10 17:35:25.440282,1340.86,pos,others,desktop,Incheon,30,3810000,30,0,1,201,0,0
1409,C0115,2025-11-11 03:15:25.440282,311.64,online,travel,atm,Ulsan,30,3810000,13,0,0,201,0,0
1410,C0115,2025-11-11 08:03:25.440282,330.08,transfer,electronics,mobile,Daejeon,30,3810000,21,0,1,201,0,0
1411,C0116,2025-10-30 22:17:25.440658,1167.42,pos,groceries,unknown,Incheon,31,9540000,25,0,1,3304,0,0
1412,C0116,2025-10-31 11:48:25.440658,629.54,pos,others,unknown,Ulsan,31,9540000,7,0,1,3304,0,0
1413,C0116,2025-10-31 21:23:25.440658,580.98,pos,travel,mobile,Incheon,31,9540000,4,0,1,3304,0,0
1414,C0116,2025-10-31 21:55:25.440658,2280.16,online,entertainment,atm,Busan,31,9540000,19,0,1,3304,0,0
1415,C0116,2025-11-01 08:16:25.440658,241.09,online,entertainment,unknown,Incheon,31,9540000,24,0,1,3304,0,0
1416,C0116,2025-11-01 17:43:25.440658,847.48,online,travel,atm,Busan,31,9540000,13,0,1,3304,0,0
1417,C0116,2025-11-02 17:29:25.440658,422.26,atm,fashion,desktop,Busan,31,9540000,23,0,1,3304,0,0
1418,C0117,2025-10-08 06:58:25.440725,500.13,atm,others,unknown,Ulsan,46,8850000,3,0,1,1192,0,0
1419,C0117,2025-10-08 16:32:25.440725,1370.29,transfer,others,atm,Ulsan,46,8850000,8,0,1,1192,0,0
1420,C0117,2025-10-08 20:09:25.440725,605.63,atm,groceries,unknown,Daegu,46,8850000,21,0,0,1192,0,0
1421,C0117,2025-10-09 12:58:25.440725,620.57,atm,entertainment,unknown,Seoul,46,8850000,18,0,1,1192,0,0
1422,C0117,2025-10-09 16:29:25.440725,951.47,online,electronics,desktop,Gwangju,46,8850000,22,0,1,1192,0,0
1423,C0117,2025-10-10 06:05:25.440725,301.28,online,fashion,unknown,Jeju,46,8850000,16,1,1,1192,0,0
1424,C0117,2025-10-11 03:41:25.440725,206.16,atm,others,mobile,Daegu,46,8850000,0,0,0,1192,0,0
1425,C0117,2025-10-11 13:49:25.440725,174.89,atm,electronics,unknown,Daejeon,46,8850000,21,0,1,1192,0,0
1426,C0117,2025-10-11 22:28:25.440725,83.67,transfer,travel,mobile,Gwangju,46,8850000,20,0,1,1192,0,0
1427,C0117,2025-10-12 05:46:25.440725,2090.1,transfer,others,unknown,Gwangju,46,8850000,5,0,1,1192,0,0
1428,C0117,2025-10-12 17:19:25.440725,166.91,transfer,entertainment,desktop,Gwangju,46,8850000,3,0,1,1192,0,0
1429,C0117,2025-10-13 07:20:25.440725,337.98,transfer,entertainment,unknown,Incheon,46,8850000,6,0,1,1192,0,0
1430,C0117,2025-10-13 19:28:25.440725,323.29,transfer,travel,atm,Incheon,46,8850000,10,1,1,1192,0,0
1431,C0117,2025-10-14 06:13:25.440725,515.91,transfer,entertainment,desktop,Ulsan,46,8850000,2,0,1,1192,0,0
1432,C0117,2025-10-15 02:47:25.440725,774.79,atm,fashion,desktop,Gwangju,46,8850000,12,0,1,1192,0,0
1433,C0117,2025-10-15 12:58:25.440725,803.02,online,fashion,desktop,Jeju,46,8850000,7,0,1,1192,0,0
1434,C0118,2025-11-04 01:09:25.440854,253.04,pos,others,desktop,Daegu,30,9180000,14,0,1,1666,0,0
1435,C0118,2025-11-04 01:44:25.440854,352.94,transfer,groceries,mobile,Jeju,30,9180000,13,0,1,1666,0,0
1436,C0118,2025-11-04 08:27:25.440854,505.76,atm,groceries,unknown,Ulsan,30,9180000,22,0,1,1666,0,0
1437,C0118,2025-11-04 17:36:25.440854,330.65,atm,fashion,atm,Daegu,30,9180000,11,1,1,1666,0,0
1438,C0118,2025-11-05 04:44:25.440854,1459.54,pos,entertainment,desktop,Busan,30,9180000,25,0,0,1666,0,0
1439,C0118,2025-11-05 23:10:25.440854,597.52,transfer,electronics,desktop,Gwangju,30,9180000,20,0,1,1666,0,0
1440,C0118,2025-11-06 06:58:25.440854,726.26,atm,fashion,mobile,Jeju,30,9180000,15,0,1,1666,0,0
1441,C0118,2025-11-06 12:58:25.440854,685.61,online,entertainment,unknown,Seoul,30,9180000,15,0,1,1666,0,0
1442,C0118,2025-11-07 12:24:25.440854,1031.51,transfer,electronics,atm,Daejeon,30,9180000,23,1,1,1666,0,0
1443,C0118,2025-11-08 03:16:25.440854,466.29,pos,travel,desktop,Jeju,30,9180000,22,0,1,1666,0,0
1444,C0118,2025-11-08 22:53:25.440854,142.96,atm,groceries,atm,Seoul,30,9180000,1,0,1,1666,0,0
1445,C0118,2025-11-09 03:08:25.440854,555.43,online,entertainment,mobile,Ulsan,30,9180000,23,0,1,1666,0,0
1446,C0118,2025-11-09 09:25:25.440854,239.59,pos,electronics,unknown,Busan,30,9180000,3,0,0,1666,0,0
1447,C0119,2025-09-15 21:17:25.440977,264.31,atm,groceries,atm,Incheon,22,6810000,11,0,1,917,0,0
1448,C0119,2025-09-16 06:03:25.440977,644.9,atm,electronics,desktop,Daejeon,22,6810000,7,0,1,917,0,0
1449,C0119,2025-09-16 09:00:25.440977,1086.4,transfer,travel,mobile,Daejeon,22,6810000,19,1,1,917,1,0
1450,C0119,2025-09-17 08:28:25.440977,410.35,transfer,electronics,desktop,Seoul,22,6810000,16,1,1,917,0,0
1451,C0119,2025-09-17 19:05:25.440977,516.5,online,entertainment,atm,Busan,22,6810000,6,0,1,917,0,0
1452,C0119,2025-09-18 13:31:25.440977,1574.62,pos,fashion,mobile,Incheon,22,6810000,18,0,1,917,0,0
1453,C0119,2025-09-18 19:44:25.440977,489.12,pos,travel,mobile,Seoul,22,6810000,28,0,1,917,0,0
1454,C0119,2025-09-19 06:32:25.440977,3233.58,transfer,electronics,atm,Incheon,22,6810000,5,0,1,917,0,0
1455,C0119,2025-09-20 03:17:25.440977,634.23,pos,entertainment,atm,Jeju,22,6810000,17,0,1,917,0,0
1456,C0119,2025-09-20 07:25:25.440977,98.63,online,fashion,desktop,Gwangju,22,6810000,30,0,1,917,0,0
1457,C0119,2025-09-20 21:22:25.440977,737.06,online,fashion,mobile,Jeju,22,6810000,29,0,1,917,0,0
1458,C0119,2025-09-21 17:42:25.440977,547.26,online,entertainment,mobile,Gwangju,22,6810000,18,0,1,917,0,0
1459,C0119,2025-09-22 07:19:25.440977,1132.07,pos,fashion,atm,Incheon,22,6810000,6,0,1,917,0,0
1460,C0119,2025-09-22 21:16:25.440977,691.28,atm,travel,mobile,Jeju,22,6810000,3,0,1,917,1,0
1461,C0119,2025-09-23 10:42:25.440977,361.13,transfer,travel,atm,Seoul,22,6810000,1,0,1,917,0,0
1462,C0119,2025-09-24 06:55:25.440977,151.5,pos,others,atm,Seoul,22,6810000,1,0,1,917,0,0
1463,C0119,2025-09-24 19:05:25.440977,341.31,online,others,unknown,Incheon,22,6810000,21,0,1,917,0,0
1464,C0120,2025-09-09 14:37:25.441115,204.3,pos,others,atm,Busan,49,5580000,15,0,1,3460,0,0
1465,C0120,2025-09-09 15:18:25.441115,253.56,online,travel,desktop,Busan,49,5580000,0,0,1,3460,0,0
1466,C0120,2025-09-10 02:45:25.441115,646.04,pos,travel,desktop,Gwangju,49,5580000,12,1,1,3460,0,0
1467,C0120,2025-09-10 11:19:25.441115,1534.44,transfer,travel,atm,Daegu,49,5580000,20,0,1,3460,0,0
